scenario_id,protocol_id,split,synthetic_control,generation_seed,latent_contribution_in_ground_truth
syn_pos_0429,prt_syn_pos_0429,test,positive,20260712,true
syn_pos_0430,prt_syn_pos_0430,development,positive,20260712,true
syn_pos_0431,prt_syn_pos_0431,development,positive,20260712,true
syn_pos_0432,prt_syn_pos_0432,development,positive,20260712,true
syn_pos_0433,prt_syn_pos_0433,development,positive,20260712,true
syn_pos_0434,prt_syn_pos_0434,calibration,positive,20260712,true
syn_pos_0435,prt_syn_pos_0435,development,positive,20260712,true
syn_pos_0436,prt_syn_pos_0436,test,positive,20260712,true
syn_pos_0437,prt_syn_pos_0437,development,positive,20260712,true
syn_pos_0438,prt_syn_pos_0438,development,positive,20260712,true
syn_pos_0439,prt_syn_pos_0439,test,positive,20260712,true
syn_pos_0440,prt_syn_pos_0440,development,positive,20260712,true
syn_pos_0441,prt_syn_pos_0441,calibration,positive,20260712,true
syn_pos_0442,prt_syn_pos_0442,calibration,positive,20260712,true
syn_pos_0443,prt_syn_pos_0443,development,positive,20260712,true
syn_pos_0444,prt_syn_pos_0444,development,positive,20260712,true
syn_pos_0445,prt_syn_pos_0445,calibration,positive,20260712,true
syn_pos_0446,prt_syn_pos_0446,calibration,positive,20260712,true
syn_pos_0447,prt_syn_pos_0447,development,positive,20260712,true
syn_pos_0448,prt_syn_pos_0448,development,positive,20260712,true
syn_pos_0449,prt_syn_pos_0449,development,positive,20260712,true
syn_pos_0450,prt_syn_pos_0450,development,positive,20260712,true
syn_pos_0451,prt_syn_pos_0451,calibration,positive,20260712,true
syn_pos_0452,prt_syn_pos_0452,calibration,positive,20260712,true
syn_pos_0453,prt_syn_pos_0453,test,positive,20260712,true
syn_pos_0454,prt_syn_pos_0454,development,positive,20260712,true
syn_pos_0455,prt_syn_pos_0455,test,positive,20260712,true
syn_pos_0456,prt_syn_pos_0456,calibration,positive,20260712,true
syn_pos_0457,prt_syn_pos_0457,development,positive,20260712,true
syn_pos_0458,prt_syn_pos_0458,test,positive,20260712,true
syn_pos_0459,prt_syn_pos_0459,test,positive,20260712,true
syn_pos_0460,prt_syn_pos_0460,development,positive,20260712,true
syn_pos_0461,prt_syn_pos_0461,test,positive,20260712,true
syn_pos_0462,prt_syn_pos_0462,development,positive,20260712,true
syn_pos_0463,prt_syn_pos_0463,calibration,positive,20260712,true
syn_pos_0464,prt_syn_pos_0464,development,positive,20260712,true
syn_pos_0465,prt_syn_pos_0465,development,positive,20260712,true
syn_pos_0466,prt_syn_pos_0466,development,positive,20260712,true
syn_pos_0467,prt_syn_pos_0467,test,positive,20260712,true
syn_pos_0468,prt_syn_pos_0468,development,positive,20260712,true
syn_pos_0469,prt_syn_pos_0469,development,positive,20260712,true
syn_pos_0470,prt_syn_pos_0470,development,positive,20260712,true
syn_pos_0471,prt_syn_pos_0471,development,positive,20260712,true
syn_pos_0472,prt_syn_pos_0472,calibration,positive,20260712,true
syn_pos_0473,prt_syn_pos_0473,development,positive,20260712,true
syn_pos_0474,prt_syn_pos_0474,development,positive,20260712,true
syn_pos_0475,prt_syn_pos_0475,development,positive,20260712,true
syn_pos_0476,prt_syn_pos_0476,development,positive,20260712,true
syn_pos_0477,prt_syn_pos_0477,test,positive,20260712,true
syn_pos_0478,prt_syn_pos_0478,calibration,positive,20260712,true
syn_pos_0479,prt_syn_pos_0479,development,positive,20260712,true
syn_pos_0480,prt_syn_pos_0480,calibration,positive,20260712,true
syn_pos_0481,prt_syn_pos_0481,test,positive,20260712,true
syn_pos_0482,prt_syn_pos_0482,development,positive,20260712,true
syn_pos_0483,prt_syn_pos_0483,development,positive,20260712,true
syn_pos_0484,prt_syn_pos_0484,calibration,positive,20260712,true
syn_pos_0485,prt_syn_pos_0485,test,positive,20260712,true
syn_pos_0486,prt_syn_pos_0486,calibration,positive,20260712,true
syn_pos_0487,prt_syn_pos_0487,development,positive,20260712,true
syn_pos_0488,prt_syn_pos_0488,development,positive,20260712,true
syn_pos_0489,prt_syn_pos_0489,development,positive,20260712,true
syn_pos_0490,prt_syn_pos_0490,development,positive,20260712,true
syn_pos_0491,prt_syn_pos_0491,development,positive,20260712,true
syn_pos_0492,prt_syn_pos_0492,development,positive,20260712,true
syn_pos_0493,prt_syn_pos_0493,development,positive,20260712,true
syn_pos_0494,prt_syn_pos_0494,calibration,positive,20260712,true
syn_pos_0495,prt_syn_pos_0495,development,positive,20260712,true
syn_pos_0496,prt_syn_pos_0496,calibration,positive,20260712,true
syn_pos_0497,prt_syn_pos_0497,test,positive,20260712,true
syn_pos_0498,prt_syn_pos_0498,development,positive,20260712,true
syn_pos_0499,prt_syn_pos_0499,development,positive,20260712,true
syn_pos_0500,prt_syn_pos_0500,development,positive,20260712,true
syn_pos_0501,prt_syn_pos_0501,development,positive,20260712,true
syn_pos_0502,prt_syn_pos_0502,development,positive,20260712,true
syn_pos_0503,prt_syn_pos_0503,test,positive,20260712,true
syn_pos_0504,prt_syn_pos_0504,development,positive,20260712,true
syn_pos_0505,prt_syn_pos_0505,calibration,positive,20260712,true
syn_pos_0506,prt_syn_pos_0506,test,positive,20260712,true
syn_pos_0507,prt_syn_pos_0507,development,positive,20260712,true
syn_pos_0508,prt_syn_pos_0508,calibration,positive,20260712,true
syn_pos_0509,prt_syn_pos_0509,development,positive,20260712,true
syn_pos_0510,prt_syn_pos_0510,calibration,positive,20260712,true
syn_pos_0511,prt_syn_pos_0511,test,positive,20260712,true
syn_pos_0512,prt_syn_pos_0512,development,positive,20260712,true
syn_pos_0513,prt_syn_pos_0513,test,positive,20260712,true
syn_pos_0514,prt_syn_pos_0514,development,positive,20260712,true
syn_pos_0515,prt_syn_pos_0515,development,positive,20260712,true
syn_pos_0516,prt_syn_pos_0516,development,positive,20260712,true
syn_pos_0517,prt_syn_pos_0517,calibration,positive,20260712,true
syn_pos_0518,prt_syn_pos_0518,development,positive,20260712,true
syn_pos_0519,prt_syn_pos_0519,development,positive,20260712,true
syn_pos_0520,prt_syn_pos_0520,development,positive,20260712,true
syn_pos_0521,prt_syn_pos_0521,calibration,positive,20260712,true
syn_pos_0522,prt_syn_pos_0522,test,positive,20260712,true
syn_pos_0523,prt_syn_pos_0523,development,positive,20260712,true
syn_pos_0524,prt_syn_pos_0524,test,positive,20260712,true
syn_pos_0525,prt_syn_pos_0525,calibration,positive,20260712,true
syn_pos_0526,prt_syn_pos_0526,test,positive,20260712,true
syn_pos_0527,prt_syn_pos_0527,development,positive,20260712,true
syn_pos_0528,prt_syn_pos_0528,development,positive,20260712,true
syn_pos_0529,prt_syn_pos_0529,calibration,positive,20260712,true
syn_pos_0530,prt_syn_pos_0530,development,positive,20260712,true
syn_pos_0531,prt_syn_pos_0531,test,positive,20260712,true
syn_pos_0532,prt_syn_pos_0532,calibration,positive,20260712,true
syn_pos_0533,prt_syn_pos_0533,development,positive,20260712,true
syn_pos_0534,prt_syn_pos_0534,development,positive,20260712,true
syn_pos_0535,prt_syn_pos_0535,test,positive,20260712,true
syn_pos_0536,prt_syn_pos_0536,development,positive,20260712,true
syn_pos_0537,prt_syn_pos_0537,calibration,positive,20260712,true
syn_pos_0538,prt_syn_pos_0538,development,positive,20260712,true
syn_pos_0539,prt_syn_pos_0539,development,positive,20260712,true
syn_pos_0540,prt_syn_pos_0540,test,positive,20260712,true
syn_pos_0541,prt_syn_pos_0541,development,positive,20260712,true
syn_pos_0542,prt_syn_pos_0542,development,positive,20260712,true
syn_pos_0543,prt_syn_pos_0543,development,positive,20260712,true
syn_pos_0544,prt_syn_pos_0544,development,positive,20260712,true
syn_pos_0545,prt_syn_pos_0545,development,positive,20260712,true
syn_pos_0546,prt_syn_pos_0546,calibration,positive,20260712,true
syn_pos_0547,prt_syn_pos_0547,calibration,positive,20260712,true
syn_pos_0548,prt_syn_pos_0548,development,positive,20260712,true
syn_pos_0549,prt_syn_pos_0549,development,positive,20260712,true
syn_pos_0550,prt_syn_pos_0550,test,positive,20260712,true
syn_pos_0551,prt_syn_pos_0551,development,positive,20260712,true
syn_pos_0552,prt_syn_pos_0552,development,positive,20260712,true
syn_pos_0553,prt_syn_pos_0553,calibration,positive,20260712,true
syn_pos_0554,prt_syn_pos_0554,calibration,positive,20260712,true
syn_pos_0555,prt_syn_pos_0555,development,positive,20260712,true
syn_pos_0556,prt_syn_pos_0556,development,positive,20260712,true
syn_pos_0557,prt_syn_pos_0557,development,positive,20260712,true
syn_pos_0558,prt_syn_pos_0558,development,positive,20260712,true
syn_pos_0559,prt_syn_pos_0559,test,positive,20260712,true
syn_pos_0560,prt_syn_pos_0560,calibration,positive,20260712,true
syn_pos_0561,prt_syn_pos_0561,calibration,positive,20260712,true
syn_pos_0562,prt_syn_pos_0562,development,positive,20260712,true
syn_pos_0563,prt_syn_pos_0563,development,positive,20260712,true
syn_pos_0564,prt_syn_pos_0564,development,positive,20260712,true
syn_pos_0565,prt_syn_pos_0565,development,positive,20260712,true
syn_pos_0566,prt_syn_pos_0566,development,positive,20260712,true
syn_pos_0567,prt_syn_pos_0567,development,positive,20260712,true
syn_pos_0568,prt_syn_pos_0568,calibration,positive,20260712,true
syn_pos_0569,prt_syn_pos_0569,development,positive,20260712,true
syn_pos_0570,prt_syn_pos_0570,calibration,positive,20260712,true
syn_pos_0571,prt_syn_pos_0571,test,positive,20260712,true
syn_pos_0572,prt_syn_pos_0572,development,positive,20260712,true
syn_pos_0573,prt_syn_pos_0573,development,positive,20260712,true
syn_pos_0574,prt_syn_pos_0574,test,positive,20260712,true
syn_pos_0575,prt_syn_pos_0575,test,positive,20260712,true
syn_pos_0576,prt_syn_pos_0576,test,positive,20260712,true
syn_pos_0577,prt_syn_pos_0577,calibration,positive,20260712,true
syn_pos_0578,prt_syn_pos_0578,test,positive,20260712,true
syn_pos_0579,prt_syn_pos_0579,development,positive,20260712,true
syn_pos_0580,prt_syn_pos_0580,development,positive,20260712,true
syn_pos_0581,prt_syn_pos_0581,calibration,positive,20260712,true
syn_pos_0582,prt_syn_pos_0582,development,positive,20260712,true
syn_pos_0583,prt_syn_pos_0583,development,positive,20260712,true
syn_pos_0584,prt_syn_pos_0584,development,positive,20260712,true
syn_pos_0585,prt_syn_pos_0585,development,positive,20260712,true
syn_pos_0586,prt_syn_pos_0586,development,positive,20260712,true
syn_pos_0587,prt_syn_pos_0587,development,positive,20260712,true
syn_pos_0588,prt_syn_pos_0588,development,positive,20260712,true
syn_pos_0589,prt_syn_pos_0589,test,positive,20260712,true
syn_pos_0590,prt_syn_pos_0590,development,positive,20260712,true
syn_pos_0591,prt_syn_pos_0591,calibration,positive,20260712,true
syn_pos_0592,prt_syn_pos_0592,development,positive,20260712,true
syn_pos_0593,prt_syn_pos_0593,development,positive,20260712,true
syn_pos_0594,prt_syn_pos_0594,development,positive,20260712,true
syn_pos_0595,prt_syn_pos_0595,test,positive,20260712,true
syn_pos_0596,prt_syn_pos_0596,test,positive,20260712,true
syn_pos_0597,prt_syn_pos_0597,development,positive,20260712,true
syn_pos_0598,prt_syn_pos_0598,development,positive,20260712,true
syn_pos_0599,prt_syn_pos_0599,development,positive,20260712,true
